"tax_id","parent_id","rank","tax_name","root","below_root","below_below_root","superkingdom","below_superkingdom","below_below_superkingdom","below_below_below_superkingdom","kingdom","below_kingdom","below_below_kingdom","below_below_below_kingdom","below_below_below_below_kingdom","subkingdom","phylum","below_phylum","below_below_phylum","subphylum","below_subphylum","below_below_subphylum","below_below_below_subphylum","below_below_below_below_subphylum","below_below_below_below_below_subphylum","below_below_below_below_below_below_subphylum","below_below_below_below_below_below_below_subphylum","below_below_below_below_below_below_below_below_subphylum","below_below_below_below_below_below_below_below_below_subphylum","below_below_below_below_below_below_below_below_below_below_subphylum","below_below_below_below_below_below_below_below_below_below_below_subphylum","class","below_class","subclass","below_subclass","order","below_order","below_below_order","suborder","family","below_family","subfamily","below_subfamily","below_below_subfamily","below_below_below_subfamily","below_below_below_below_subfamily","tribe","subtribe","genus","below_genus","subgenus","species_group","species_subgroup","species","below_species","below_below_species","subspecies","below_subspecies","varietas"
"3650","71239","family","Cucurbitaceae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71275","91835","","","","","71239","","","","3650","","","","","","","","","","","","","","","","","","",""
"183710","118964","family","Deinococcaceae","1","131567","","2","1783272","","","","","","","","","1297","","","","","","","","","","","","","","","188787","","","","118964","","","","183710","","","","","","","","","","","","","","","","","","",""
"2066474","135619","family","Endozoicomonadaceae","1","131567","","2","","","","","","","","","","1224","","","","","","","","","","","","","","","1236","","","","135619","","","","2066474","","","","","","","","","","","","","","","","","","",""
"543","91347","family","Enterobacteriaceae","1","131567","","2","","","","","","","","","","1224","","","","","","","","","","","","","","","1236","","","","91347","","","","543","","","","","","","","","","","","","","","","","","",""
"81852","186826","family","Enterococcaceae","1","131567","","2","1783272","","","","","","","","","1239","","","","","","","","","","","","","","","91061","","","","186826","","","","81852","","","","","","","","","","","","","","","","","","",""
"128827","526525","family","Erysipelotrichaceae","1","131567","","2","1783272","","","","","","","","","1239","","","","","","","","","","","","","","","526524","","","","526525","","","","128827","","","","","","","","","","","","","","","","","","",""
"3803","72025","family","Fabaceae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71275","91835","","","","","72025","","","","3803","","","","","","","","","","","","","","","","","","",""
"3503","3502","family","Fagaceae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71275","91835","","","","","3502","","","","3503","","","","","","","","","","","","","","","","","","",""
"11050","2559587","family","Flaviviridae","1","","","10239","2559587","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11050","","","","","","","","","","","","","","","","","","",""
"203492","203491","family","Fusobacteriaceae","1","131567","","2","","","","","","","","","","32066","","","","","","","","","","","","","","","203490","","","","203491","","","","203492","","","","","","","","","","","","","","","","","","",""
"26122","4143","family","Gesneriaceae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71274","91888","","","","","4143","","","","26122","","","","","","","","","","","","","","","","","","",""
"681950","1028384","family","Glomerellaceae","1","131567","","2759","33154","","","4751","","","","","451864","4890","716545","","147538","716546","715989","","","","","","","","","","147550","","222543","","1028384","","","","681950","","","","","","","","","","","","","","","","","","",""
"2028216","5303","family","Grifolaceae","1","131567","","2759","33154","","","4751","","","","","451864","5204","","","5302","","","","","","","","","","","","155619","355688","","","5303","","","","2028216","","","","","","","","","","","","","","","","","","",""
"35484","3042","family","Haematococcaceae","1","131567","","2759","","","","33090","","","","","","3041","","","","","","","","","","","","","","","3166","","","","3042","","","","35484","","","","","","","","","","","","","","","","","","",""
"1963271","1644055","family","Halorubraceae","1","131567","","2157","","","","","","","","","","28890","2290931","","","","","","","","","","","","","","183963","","","","1644055","","","","1963271","","","","","","","","","","","","","","","","","","",""
"2304686","186802","family","Hungateiclostridiaceae","1","131567","","2","1783272","","","","","","","","","1239","","","","","","","","","","","","","","","186801","","","","186802","","","","2304686","","","","","","","","","","","","","","","","","","",""
"5129","5125","family","Hypocreaceae","1","131567","","2759","33154","","","4751","","","","","451864","4890","716545","","147538","716546","715989","","","","","","","","","","147550","","222543","","5125","","","","5129","","","","","","","","","","","","","","","","","","",""
"186803","186802","family","Lachnospiraceae","1","131567","","2","1783272","","","","","","","","","1239","","","","","","","","","","","","","","","186801","","","","186802","","","","186803","","","","","","","","","","","","","","","","","","",""
"33958","186826","family","Lactobacillaceae","1","131567","","2","1783272","","","","","","","","","1239","","","","","","","","","","","","","","","91061","","","","186826","","","","33958","","","","","","","","","","","","","","","","","","",""
"4196","4143","family","Lentibulariaceae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71274","91888","","","","","4143","","","","4196","","","","","","","","","","","","","","","","","","",""
"1890438","1890424","family","Leptolyngbyaceae","1","131567","","2","1783272","1798711","","","","","","","","1117","","","","","","","","","","","","","","","","","","","1890424","","","","1890438","","","","","","","","","","","","","","","","","","",""
"1129771","203491","family","Leptotrichiaceae","1","131567","","2","","","","","","","","","","32066","","","","","","","","","","","","","","","203490","","","","203491","","","","1129771","","","","","","","","","","","","","","","","","","",""
"3629","41938","family","Malvaceae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71275","91836","","","","","41938","","","","3629","","","","","","","","","","","","","","","","","","",""
"119045","356","family","Methylobacteriaceae","1","131567","","2","","","","","","","","","","1224","","","","","","","","","","","","","","","28211","","","","356","","","","119045","","","","","","","","","","","","","","","","","","",""
"85023","85006","family","Microbacteriaceae","1","131567","","2","1783272","","","","","","","","","201174","","","","","","","","","","","","","","","1760","","","","85006","","","","85023","","","","","","","","","","","","","","","","","","",""
"1268","85006","family","Micrococcaceae","1","131567","","2","1783272","","","","","","","","","201174","","","","","","","","","","","","","","","1760","","","","85006","","","","1268","","","","","","","","","","","","","","","","","","",""
"1892252","1150","family","Microcoleaceae","1","131567","","2","1783272","1798711","","","","","","","","1117","","","","","","","","","","","","","","","","","1301283","","1150","","","","1892252","","","","","","","","","","","","","","","","","","",""
"1890449","1118","family","Microcystaceae","1","131567","","2","1783272","1798711","","","","","","","","1117","","","","","","","","","","","","","","","","","1301283","","1118","","","","1890449","","","","","","","","","","","","","","","","","","",""
"3487","3744","family","Moraceae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71275","91835","","","","","3744","","","","3487","","","","","","","","","","","","","","","","","","",""
"468","72274","family","Moraxellaceae","1","131567","","2","","","","","","","","","","1224","","","","","","","","","","","","","","","1236","","","","72274","","","","468","","","","","","","","","","","","","","","","","","",""
"1762","85007","family","Mycobacteriaceae","1","131567","","2","1783272","","","","","","","","","201174","","","","","","","","","","","","","","","1760","","","","85007","","","","1762","","","","","","","","","","","","","","","","","","",""
"186766","2559587","family","Narnaviridae","1","","","10239","2559587","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","186766","","","","","","","","","","","","","","","","","","",""
"110618","5125","family","Nectriaceae","1","131567","","2759","33154","","","4751","","","","","451864","4890","716545","","147538","716546","715989","","","","","","","","","","147550","","222543","","5125","","","","110618","","","","","","","","","","","","","","","","","","",""
"481","206351","family","Neisseriaceae","1","131567","","2","","","","","","","","","","1224","","","","","","","","","","","","","","","28216","","","","206351","","","","481","","","","","","","","","","","","","","","","","","",""
"206379","32003","family","Nitrosomonadaceae","1","131567","","2","","","","","","","","","","1224","","","","","","","","","","","","","","","28216","","","","32003","","","","206379","","","","","","","","","","","","","","","","","","",""
"85025","85007","family","Nocardiaceae","1","131567","","2","1783272","","","","","","","","","201174","","","","","","","","","","","","","","","1760","","","","85007","","","","85025","","","","","","","","","","","","","","","","","","",""
"4747","73496","family","Orchidaceae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","","","","","","4447","","1437197","","73496","","","","4747","","","","","","","","","","","","","","","","","","",""
"57506","693921","family","Oxytrichidae","1","131567","","2759","33630","5878","","","","","","","","","","","431838","","","","","","","","","","","","33829","","194286","","693921","","","","57506","","","","","","","","","","","","","","","","","","",""
"186822","1385","family","Paenibacillaceae","1","131567","","2","1783272","","","","","","","","","1239","","","","","","","","","","","","","","","91061","","","","1385","","","","186822","","","","","","","","","","","","","","","","","","",""
"712","135625","family","Pasteurellaceae","1","131567","","2","","","","","","","","","","1224","","","","","","","","","","","","","","","1236","","","","135625","","","","712","","","","","","","","","","","","","","","","","","",""
"186804","186802","family","Peptostreptococcaceae","1","131567","","2","1783272","","","","","","","","","1239","","","","","","","","","","","","","","","186801","","","","186802","","","","186804","","","","","","","","","","","","","","","","","","",""
"41399","4143","family","Phrymaceae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71274","91888","","","","","4143","","","","41399","","","","","","","","","","","","","","","","","","",""
"69277","356","family","Phyllobacteriaceae","1","131567","","2","","","","","","","","","","1224","","","","","","","","","","","","","","","28211","","","","356","","","","69277","","","","","","","","","","","","","","","","","","",""
"1156497","4892","family","Pichiaceae","1","131567","","2759","33154","","","4751","","","","","451864","4890","716545","","147537","","","","","","","","","","","","4891","","","","4892","","","","1156497","","","","","","","","","","","","","","","","","","",""
"12058","464095","family","Picornaviridae","1","","","10239","2559587","","","","","","","","","","","","","","","","","","","","","","","","","","","","464095","","","","12058","","","","","","","","","","","","","","","","","","",""
"3318","1446380","family","Pinaceae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","1437180","","","","","","","","","3313","","1446380","","","","3318","","","","","","","","","","","","","","","","","","",""
"1639119","5819","family","Plasmodiidae","1","131567","","2759","33630","","","","","","","","","5794","","","","","","","","","","","","","","","422676","","","","5819","","","","1639119","","","","","","","","","","","","","","","","","","",""
"28556","715340","family","Pleosporaceae","1","131567","","2759","33154","","","4751","","","","","451864","4890","716545","","147538","716546","715962","","","","","","","","","","147541","","451868","","92860","","","715340","28556","","","","","","","","","","","","","","","","","","",""
"4479","38820","family","Poaceae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","","","","","","4447","","1437197","4734","38820","","","","4479","","","","","","","","","","","","","","","","","","",""
"31957","85009","family","Propionibacteriaceae","1","131567","","2","1783272","","","","","","","","","201174","","","","","","","","","","","","","","","1760","","","","85009","","","","31957","","","","","","","","","","","","","","","","","","",""
"135621","72274","family","Pseudomonadaceae","1","131567","","2","","","","","","","","","","1224","","","","","","","","","","","","","","","1236","","","","72274","","","","135621","","","","","","","","","","","","","","","","","","",""
"5262","5258","family","Pucciniaceae","1","131567","","2759","33154","","","4751","","","","","451864","5204","","","29000","","","","","","","","","","","","162484","","","","5258","","","","5262","","","","","","","","","","","","","","","","","","",""
"11632","2169561","family","Retroviridae","1","","","10239","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2169561","","","","11632","","","","","","","","","","","","","","","","","","",""
"82115","356","family","Rhizobiaceae","1","131567","","2","","","","","","","","","","1224","","","","","","","","","","","","","","","28211","","","","356","","","","82115","","","","","","","","","","","","","","","","","","",""
"31989","204455","family","Rhodobacteraceae","1","131567","","2","","","","","","","","","","1224","","","","","","","","","","","","","","","28211","","","","204455","","","","31989","","","","","","","","","","","","","","","","","","",""
"41295","204441","family","Rhodospirillaceae","1","131567","","2","","","","","","","","","","1224","","","","","","","","","","","","","","","28211","","","","204441","","","","41295","","","","","","","","","","","","","","","","","","",""
"775","766","family","Rickettsiaceae","1","131567","","2","","","","","","","","","","1224","","","","","","","","","","","","","","","28211","","","","766","","","","775","","","","","","","","","","","","","","","","","","",""
"541000","186802","family","Ruminococcaceae","1","131567","","2","1783272","","","","","","","","","1239","","","","","","","","","","","","","","","186801","","","","186802","","","","541000","","","","","","","","","","","","","","","","","","",""
"23513","41937","family","Rutaceae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71275","91836","","","","","41937","","","","23513","","","","","","","","","","","","","","","","","","",""
"3086","35491","family","Scenedesmaceae","1","131567","","2759","","","","33090","","","","","","3041","","","","","","","","","","","","","","","3166","","","","35491","","","","3086","","","","","","","","","","","","","","","","","","",""
"1843491","909929","family","Selenomonadaceae","1","131567","","2","1783272","","","","","","","","","1239","","","","","","","","","","","","","","","909932","","","","909929","","","","1843491","","","","","","","","","","","","","","","","","","",""
"10699","28883","family","Siphoviridae","1","","","10239","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28883","","","","10699","","","","","","","","","","","","","","","","","","",""
"4070","4069","family","Solanaceae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71274","91888","","","","","4069","","","","4070","","","","","","","","","","","","","","","","","","",""
"90964","1385","family","Staphylococcaceae","1","131567","","2","1783272","","","","","","","","","1239","","","","","","","","","","","","","","","91061","","","","1385","","","","90964","","","","","","","","","","","","","","","","","","",""
"1300","186826","family","Streptococcaceae","1","131567","","2","1783272","","","","","","","","","1239","","","","","","","","","","","","","","","91061","","","","186826","","","","1300","","","","","","","","","","","","","","","","","","",""
"2062","85011","family","Streptomycetaceae","1","131567","","2","1783272","","","","","","","","","201174","","","","","","","","","","","","","","","1760","","","","85011","","","","2062","","","","","","","","","","","","","","","","","","",""
"995019","80840","family","Sutterellaceae","1","131567","","2","","","","","","","","","","1224","","","","","","","","","","","","","","","28216","","","","80840","","","","995019","","","","","","","","","","","","","","","","","","",""
"1890426","1890424","family","Synechococcaceae","1","131567","","2","1783272","1798711","","","","","","","","1117","","","","","","","","","","","","","","","","","","","1890424","","","","1890426","","","","","","","","","","","","","","","","","","",""
"2005525","171549","family","Tannerellaceae","1","131567","","2","1783270","68336","","","","","","","","976","","","","","","","","","","","","","","","200643","","","","171549","","","","2005525","","","","","","","","","","","","","","","","","","",""
"188786","68933","family","Thermaceae","1","131567","","2","1783272","","","","","","","","","1297","","","","","","","","","","","","","","","188787","","","","68933","","","","188786","","","","","","","","","","","","","","","","","","",""
"186814","68295","family","Thermoanaerobacteraceae","1","131567","","2","1783272","","","","","","","","","1239","","","","","","","","","","","","","","","186801","","","","68295","","","","186814","","","","","","","","","","","","","","","","","","",""
"2259","2258","family","Thermococcaceae","1","131567","","2157","","","","","","","","","","28890","","","","","","","","","","","","","","","183968","","","","2258","","","","2259","","","","","","","","","","","","","","","","","","",""
"119093","6329","family","Trichuridae","1","131567","","2759","33154","","","33208","6072","33213","33317","1206794","","6231","","","","","","","","","","","","","","","119088","","1457286","","6329","","","","119093","","","","","","","","","","","","","","","","","","",""
"5654","5653","family","Trypanosomatidae","1","131567","","2759","33682","","","","","","","","","","","","","","","","","","","","","","","","","","","","5653","","","","5654","","","","","","","","","","","","","","","","","","",""
"31977","1843489","family","Veillonellaceae","1","131567","","2","1783272","","","","","","","","","1239","","","","","","","","","","","","","","","909932","","","","1843489","","","","31977","","","","","","","","","","","","","","","","","","",""
"675071","2559587","family","Virgaviridae","1","","","10239","2559587","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","675071","","","","","","","","","","","","","","","","","","",""
"3602","403667","family","Vitaceae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71275","91834","","","","","403667","","","","3602","","","","","","","","","","","","","","","","","","",""
"32033","135614","family","Xanthomonadaceae","1","131567","","2","","","","","","","","","","1224","","","","","","","","","","","","","","","1236","","","","135614","","","","32033","","","","","","","","","","","","","","","","","","",""
"1903411","91347","family","Yersiniaceae","1","131567","","2","","","","","","","","","","1224","","","","","","","","","","","","","","","1236","","","","91347","","","","1903411","","","","","","","","","","","","","","","","","","",""
"359160","4479","below_family","BOP clade","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","","","","","","4447","","1437197","4734","38820","","","","4479","359160","","","","","","","","","","","","","","","","","",""
"227290","82115","below_family","Rhizobium/Agrobacterium group","1","131567","","2","","","","","","","","","","1224","","","","","","","","","","","","","","","28211","","","","356","","","","82115","227290","","","","","","","","","","","","","","","","","",""
"47949","206379","below_family","environmental samples","1","131567","","2","","","","","","","","","","1224","","","","","","","","","","","","","","","28216","","","","32003","","","","206379","47949","","","","","","","","","","","","","","","","","",""
"134224","128827","below_family","environmental samples","1","131567","","2","1783272","","","","","","","","","1239","","","","","","","","","","","","","","","526524","","","","526525","","","","128827","134224","","","","","","","","","","","","","","","","","",""
"200630","186804","below_family","unclassified Peptostreptococcaceae","1","131567","","2","1783272","","","","","","","","","1239","","","","","","","","","","","","","","","186801","","","","186802","","","","186804","200630","","","","","","","","","","","","","","","","","",""
"552397","541000","below_family","unclassified Ruminococcaceae","1","131567","","2","1783272","","","","","","","","","1239","","","","","","","","","","","","","","","186801","","","","186802","","","","541000","552397","","","","","","","","","","","","","","","","","",""
"40553","4668","subfamily","Allioideae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","","","","","","4447","","1437197","","73496","","","","4668","","40553","","","","","","","","","","","","","","","","",""
"241778","4037","subfamily","Apioideae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71274","91882","","","","","4036","","","364270","4037","","241778","","","","","","","","","","","","","","","","",""
"158329","4747","subfamily","Apostasioideae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","","","","","","4447","","1437197","","73496","","","","4747","","158329","","","","","","","","","","","","","","","","",""
"102804","4210","subfamily","Asteroideae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71274","91882","","","","","4209","","","","4210","","102804","","","","","","","","","","","","","","","","",""
"1728959","23513","subfamily","Aurantioideae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71275","91836","","","","","41937","","","","23513","","1728959","","","","","","","","","","","","","","","","",""
"1804621","1804623","subfamily","Betoideae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","","","","","","","3524","","","","1804623","","1804621","","","","","","","","","","","","","","","","",""
"219120","4210","subfamily","Cichorioideae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71274","91882","","","","","4209","","","","4210","","219120","","","","","","","","","","","","","","","","",""
"214597","26122","subfamily","Didymocarpoideae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71274","91888","","","","","4143","","","","26122","","214597","","","","","","","","","","","","","","","","",""
"214908","3629","subfamily","Grewioideae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71275","91836","","","","","41938","","","","3629","","214908","","","","","","","","","","","","","","","","",""
"214907","3629","subfamily","Malvoideae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71275","91836","","","","","41938","","","","3629","","214907","","","","","","","","","","","","","","","","",""
"327045","11632","subfamily","Orthoretrovirinae","1","","","10239","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2169561","","","","11632","","327045","","","","","","","","","","","","","","","","",""
"147367","359160","subfamily","Oryzoideae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","","","","","","4447","","1437197","4734","38820","","","","4479","359160","147367","","","","","","","","","","","","","","","","",""
"1001750","57506","subfamily","Oxytrichinae","1","131567","","2759","33630","5878","","","","","","","","","","","431838","","","","","","","","","","","","33829","","194286","","693921","","","","57506","","1001750","","","","","","","","","","","","","","","","",""
"3814","3803","subfamily","Papilionoideae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71275","91835","","","","","72025","","","","3803","","3814","","","","","","","","","","","","","","","","",""
"147368","359160","subfamily","Pooideae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","","","","","","4447","","1437197","4734","38820","","","","4479","359160","147368","","","","","","","","","","","","","","","","",""
"424551","4070","subfamily","Solanoideae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71274","91888","","","","","4069","","","","4070","","424551","","","","","","","","","","","","","","","","",""
"1001748","57506","subfamily","Stylonychinae","1","131567","","2759","33630","5878","","","","","","","","","","","431838","","","","","","","","","","","","33829","","194286","","693921","","","","57506","","1001748","","","","","","","","","","","","","","","","",""
"2231393","3814","below_subfamily","50 kb inversion clade","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71275","91835","","","","","72025","","","","3803","","3814","2231393","","","","","","","","","","","","","","","",""
"911341","102804","below_subfamily","Heliantheae alliance","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71274","91882","","","","","4209","","","","4210","","102804","911341","","","","","","","","","","","","","","","",""
"1648038","147368","below_subfamily","Triticodae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","","","","","","4447","","1437197","4734","38820","","","","4479","359160","147368","1648038","","","","","","","","","","","","","","","",""
"2231382","2231393","below_below_subfamily","NPAAA clade","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71275","91835","","","","","72025","","","","3803","","3814","2231393","2231382","","","","","","","","","","","","","","",""
"2233838","2231382","below_below_below_subfamily","Hologalegina","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71275","91835","","","","","72025","","","","3803","","3814","2231393","2231382","2233838","","","","","","","","","","","","","",""
"2233839","2233838","below_below_below_below_subfamily","IRL clade","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71275","91835","","","","","72025","","","","3803","","3814","2231393","2231382","2233838","2233839","","","","","","","","","","","","",""
"703248","40553","tribe","Allieae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","","","","","","4447","","1437197","","73496","","","","4668","","40553","","","","","703248","","","","","","","","","","","",""
"1563254","214908","tribe","Apeibeae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71275","91836","","","","","41938","","","","3629","","214908","","","","","1563254","","","","","","","","","","","",""
"1003877","3650","tribe","Benincaseae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71275","91835","","","","","71239","","","","3650","","","","","","","1003877","","","","","","","","","","","",""
"981071","3700","tribe","Brassiceae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71275","91836","","","","","3699","","","","3700","","","","","","","981071","","","","","","","","","","","",""
"980083","3700","tribe","Camelineae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71275","91836","","","","","3699","","","","3700","","","","","","","980083","","","","","","","","","","","",""
"424564","424551","tribe","Capsiceae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71274","91888","","","","","4069","","","","4070","","424551","","","","","424564","","","","","","","","","","","",""
"163722","2233839","tribe","Cicereae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71275","91835","","","","","72025","","","","3803","","3814","2231393","2231382","2233838","2233839","163722","","","","","","","","","","","",""
"219121","219120","tribe","Cichorieae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71274","91882","","","","","4209","","","","4210","","219120","","","","","219121","","","","","","","","","","","",""
"163743","2233839","tribe","Fabeae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71275","91835","","","","","72025","","","","3803","","3814","2231393","2231382","2233838","2233839","163743","","","","","","","","","","","",""
"102814","911341","tribe","Heliantheae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71274","91882","","","","","4209","","","","4210","","102804","911341","","","","102814","","","","","","","","","","","",""
"267213","4118","tribe","Ipomoeeae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71274","91888","","","","","4069","","","","4118","","","","","","","267213","","","","","","","","","","","",""
"147380","147367","tribe","Oryzeae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","","","","","","4447","","1437197","4734","38820","","","","4479","359160","147367","","","","","147380","","","","","","","","","","","",""
"33988","775","tribe","Rickettsieae","1","131567","","2","","","","","","","","","","1224","","","","","","","","","","","","","","","28211","","","","766","","","","775","","","","","","","33988","","","","","","","","","","","",""
"241789","241778","tribe","Scandiceae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71274","91882","","","","","4036","","","364270","4037","","241778","","","","","241789","","","","","","","","","","","",""
"214607","214597","tribe","Trichosporeae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71274","91888","","","","","4143","","","","26122","","214597","","","","","214607","","","","","","","","","","","",""
"163742","2233839","tribe","Trifolieae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71275","91835","","","","","72025","","","","3803","","3814","2231393","2231382","2233838","2233839","163742","","","","","","","","","","","",""
"147389","1648038","tribe","Triticeae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","","","","","","4447","","1437197","4734","38820","","","","4479","359160","147368","1648038","","","","147389","","","","","","","","","","","",""
"2304100","3602","tribe","Viteae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71275","91834","","","","","403667","","","","3602","","","","","","","2304100","","","","","","","","","","","",""
"241799","241789","subtribe","Daucinae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71274","91882","","","","","4036","","","364270","4037","","241778","","","","","241789","241799","","","","","","","","","","",""
"745062","219121","subtribe","Lactucinae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71274","91882","","","","","4209","","","","4210","","219120","","","","","219121","745062","","","","","","","","","","",""
"1478967","214607","subtribe","Loxocarpinae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71274","91888","","","","","4143","","","","26122","","214597","","","","","214607","1478967","","","","","","","","","","",""
"1648021","147380","subtribe","Oryzinae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","","","","","","4447","","1437197","4734","38820","","","","4479","359160","147367","","","","","147380","1648021","","","","","","","","","","",""
"1648030","147389","subtribe","Triticinae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","","","","","","4447","","1437197","4734","38820","","","","4479","359160","147368","1648038","","","","147389","1648030","","","","","","","","","","",""
