genus	SAMPLE_100008_1	SAMPLE_100008_2	SAMPLE_100008_3	SAMPLE_100137_1	SAMPLE_100137_2	SAMPLE_100137_3	SAMPLE_100177_1	SAMPLE_100177_2	SAMPLE_100177_3	SAMPLE_100200_2	SAMPLE_100200_3	SAMPLE_100206_1	SAMPLE_100206_2	SAMPLE_100206_3	SAMPLE_100217_1	SAMPLE_100217_2	SAMPLE_100217_3	SAMPLE_100248_1	SAMPLE_100248_2	SAMPLE_100248_3	SAMPLE_100255_1	SAMPLE_100255_2	SAMPLE_100255_3	SAMPLE_100256_1	SAMPLE_100256_2	SAMPLE_100256_3	SAMPLE_100257_1	SAMPLE_100257_2	SAMPLE_100257_3	SAMPLE_100261_1	SAMPLE_100261_2	SAMPLE_100261_3	SAMPLE_100267_1	SAMPLE_100267_2	SAMPLE_100267_3	SAMPLE_100306_1	SAMPLE_100306_2	SAMPLE_100306_3	SAMPLE_100337_1	SAMPLE_100337_2	SAMPLE_100337_3
942.0	301.0	824.0	4614.5	173.0	607.5	7590.5	1636.5	93.0	2731.0	643.0	7616.5	1859.5	23.5	4690.5	224.0	211.0	1046.0	4703.0	3376.0	2387.0	1127.0	26.5	1933.0	1196.5	18.5	2827.0	695.5	1020.5	2970.5	1240.5	1039.0	6566.5	711.5	5159.5	5454.5	4670.0	2746.5	6900.5	4099.0	7668.0	5234.0
972.0	37.5	85.5	744.0	23.0	71.5	780.5	331.0	98.0	444.5	93.5	767.0	383.5	2.0	426.5	43.5	25.5	201.0	340.0	598.0	259.5	152.5	2.0	276.5	218.5	3.5	609.0	82.5	86.0	509.5	234.0	198.5	811.0	50.5	464.0	591.5	662.5	308.5	583.5	494.5	1214.0	550.5
1046.0	691.5	1359.0	12982.5	362.5	1179.0	12302.0	3872.5	260.5	5685.5	1296.0	13358.5	14565.0	60.0	5364.5	8445.5	1800.5	4144.0	8314.0	12443.5	4924.5	2405.0	45.5	4520.0	3714.5	41.5	6431.5	2461.5	2858.0	8904.0	2269.0	2507.5	8735.0	834.0	7919.5	7405.0	7566.5	3948.0	14785.0	10853.0	14056.5	18511.0
1106.0	36.0	80.5	365.5	12.0	54.0	518.0	288.0	36.5	317.0	40.0	452.5	170.0	3.5	305.5	17.5	24.0	145.5	389.5	449.0	112.5	95.5	3.5	219.5	142.0	3.0	418.0	64.0	77.0	383.0	126.0	106.5	429.5	55.0	497.0	355.0	389.0	231.5	1250.0	495.0	833.5	533.5
1162.0	537.5	1479.5	6063.5	243.5	498.5	9225.0	4159.0	241.5	7018.5	1567.0	8582.0	3700.0	82.0	2737.0	474.0	669.5	1681.5	4534.0	6106.0	2959.0	2207.0	35.0	4229.5	2157.0	28.0	4852.5	2329.5	1785.5	6559.0	4907.0	1312.5	5929.0	492.5	4975.5	4020.0	5172.5	4462.5	8853.5	47128.0	12189.5	250287.0
1182.0	39.0	187.0	464.0	20.0	32.0	816.0	329.5	16.5	486.5	74.5	685.5	360.5	8.0	335.0	66.5	34.0	235.0	318.5	1414.0	239.0	301.5	2.5	285.5	219.0	2.5	471.5	259.5	168.0	447.5	343.0	183.0	1141.0	41.5	504.0	277.0	391.5	264.5	595.5	801.5	1481.0	14734.5
1185.0	36.0	64.5	410.0	19.5	24.5	488.0	156.0	19.0	215.5	64.0	689.5	147.5	1.0	188.5	20.5	16.5	137.5	214.5	272.0	221.5	153.5	0.0	294.0	140.0	1.5	454.0	82.0	129.5	388.0	189.0	89.5	270.5	21.5	239.5	258.5	234.0	239.0	586.0	444.0	594.0	9235.5
1189.0	4.5	21.0	50.5	3.0	9.0	130.5	49.0	2.0	59.0	19.5	154.0	9.0	0.5	32.0	4.5	0.5	6.0	27.0	76.0	18.0	16.0	1.0	22.0	20.0	0.0	24.0	38.0	14.0	17.5	57.0	4.0	37.0	18.0	13.5	49.5	44.5	44.5	92.5	110.5	81.0	10863.5
1213.0	133.0	316.0	1986.0	79.0	136.5	2983.5	904.5	76.0	1647.5	236.5	3423.0	1089.0	9.0	1385.5	93.0	86.5	430.5	1477.5	1605.5	758.0	557.0	11.5	1146.5	468.0	8.5	1193.5	340.5	311.0	1345.0	632.5	295.0	2072.0	157.5	1584.0	1682.0	1541.5	1089.0	2381.0	1463.5	3717.0	6914.5
1268.0	5980.5	14180.0	56217.0	1679.5	4606.0	78661.0	75693.5	5713.0	48421.0	7436.5	56107.0	59541.5	365.5	30585.0	5740.5	5933.5	31231.5	18066.5	82595.5	24995.5	15604.0	256.0	34385.0	43539.0	298.5	47590.5	18427.0	19463.0	64288.0	33090.0	16044.0	40304.0	2382.5	33803.5	27879.5	57786.5	28499.0	67321.5	54341.0	215049.5	93199.0
1300.0	4613.5	83028.0	36890.0	1466.0	2819.5	74335.0	35631.0	4232.0	35143.5	6185.5	43223.0	75134.5	279.5	28630.5	4602.0	8116.0	26257.0	10964.5	31591.0	13757.0	13727.0	165.5	48774.0	22766.5	210.5	53211.5	9232.0	11891.5	42353.0	9593.5	10212.5	30678.5	1290.5	24816.0	15125.5	29576.5	12859.0	38574.0	26672.0	131444.5	70192.0
1653.0	9957.5	16930.5	66063.0	1645.0	5535.5	62139.0	27562.5	5361.5	57233.0	8033.0	107074.0	127632.0	315.5	18322.5	6441.5	9712.5	18466.5	16804.5	34616.0	18127.5	13326.0	182.5	36002.5	15272.5	193.0	73831.0	16511.5	15566.0	63236.0	218720.5	12199.0	30031.0	1591.0	38013.0	67868.5	113603.0	14824.0	49718.5	52235.0	76582.5	55438.5
1762.0	1636.5	3839.0	18063.5	661.0	1673.5	26042.0	10745.5	1657.0	15099.5	2815.5	27979.5	15614.5	85.0	11665.0	1125.5	1253.0	7430.5	11838.5	20422.0	9446.5	5921.0	82.5	8623.0	6873.0	72.5	14149.5	4369.0	5583.5	20020.0	11735.5	4982.0	18480.5	1308.0	16118.5	15246.0	18703.0	9199.5	19857.5	18651.0	40028.5	29651.5
2004.0	325.5	637.5	3120.5	107.0	330.5	5376.5	3726.5	262.5	3197.0	568.0	4908.0	2696.5	17.0	2793.5	244.0	312.5	1889.0	1976.5	6659.5	1617.5	767.5	16.5	1934.0	1194.5	23.5	2635.0	921.0	861.0	3526.0	3685.5	805.5	3285.0	287.5	2620.0	2536.0	2949.5	1596.0	4628.0	2922.5	6922.0	5529.5
2012.0	283.5	507.0	1786.5	89.0	170.5	3915.0	2245.5	230.0	1819.5	391.5	2688.5	1839.5	14.0	1721.0	182.5	216.5	1006.0	1083.5	3883.5	1302.5	765.0	13.0	1064.5	725.0	8.5	3147.5	494.0	804.0	2955.0	1680.0	659.0	1973.0	246.0	1718.5	1723.5	1976.0	873.5	3366.5	2280.0	5403.5	3714.5
2049.0	1119.5	6042.0	10913.5	371.0	1032.0	19609.0	10675.0	2367.5	15126.0	1620.0	15315.0	20710.0	76.5	5653.0	1075.0	1343.5	4520.0	4143.0	13199.0	4144.5	3203.0	54.0	7810.0	3491.0	54.5	12951.5	2782.0	3306.0	17629.0	15287.5	2674.5	10196.0	499.0	8341.5	6241.0	8340.5	4210.0	11752.5	9100.0	34821.0	22527.5
2062.0	2374.5	5029.0	19656.5	776.0	2241.0	33737.5	20766.5	2799.0	30483.5	2968.5	29226.5	20410.5	121.0	17124.0	2235.0	2241.0	12025.0	11988.5	37013.5	10084.0	6012.5	125.0	13194.5	9099.5	100.5	21570.5	6584.5	6732.0	30647.0	21332.0	6109.0	20559.5	2048.5	18578.5	14505.0	19407.5	10196.5	27271.5	21227.5	47301.0	48699.5
2070.0	1445.5	2460.0	10036.0	408.5	1424.5	14914.0	8145.5	1182.0	12976.5	1546.0	12506.0	12408.0	63.5	6081.5	1034.5	1624.0	6386.5	5241.5	19751.0	6397.0	3177.0	49.0	7067.0	4475.5	52.5	10757.0	3839.0	4127.5	24142.0	8045.5	3473.5	9356.0	605.5	11633.0	7608.0	10066.5	5109.0	13022.0	12222.0	23440.0	27213.0
2092.0	336.5	1094.0	4903.5	176.5	758.5	8371.5	2351.0	103.0	4658.0	691.0	9167.5	2838.5	24.0	4761.5	243.0	294.5	1486.5	4140.5	3607.0	2430.5	1284.0	26.0	2371.5	1582.5	25.0	3820.5	790.5	1081.5	3299.0	1682.0	1275.5	7753.0	458.0	4744.5	5472.5	5350.0	2959.0	6867.5	4481.0	8987.5	6976.5
2131.0	101.5	268.0	1190.0	54.0	117.5	1765.5	659.5	83.0	717.0	148.0	4340.5	1172.5	4.0	2374.0	61.5	74.5	267.5	907.0	999.0	402.5	375.5	12.0	1215.0	365.0	8.0	926.5	203.5	221.5	795.0	384.5	424.5	1701.0	86.5	748.5	1362.0	3049.0	522.0	1213.0	910.0	2266.5	1120.0
2146.0	107.0	361.5	1696.0	46.0	500.5	2941.0	797.0	92.5	1238.0	250.5	3747.5	1221.5	14.0	1771.0	87.0	129.5	348.0	1378.0	1626.0	917.0	640.0	8.0	1052.5	583.5	7.0	1335.0	390.5	408.0	852.0	500.5	341.0	2422.5	187.5	1400.0	1906.0	2134.0	764.5	1762.0	1503.0	2652.5	2878.5
2159.0	92.0	194.0	1128.5	56.0	266.5	1710.5	469.5	14.0	1101.5	131.5	1389.0	2882.5	4.5	926.5	64.0	55.0	1007.0	903.5	984.5	556.5	1323.0	2.0	419.0	430.0	2.5	1463.5	275.0	200.5	1398.5	270.5	281.5	1959.5	119.0	1044.5	1136.0	1451.0	519.5	1179.5	1025.5	2042.0	1411.5
2178.0	2.0	7.0	23.5	2.0	5.0	55.0	25.5	1.0	4.5	13.0	69.0	21.0	0.0	23.0	0.0	2.0	22.0	45.0	21.5	15.0	11.0	1.0	30.0	9.0	0.0	40.5	8.5	0.0	19.0	248.0	2.0	40.0	1.0	27.0	32.5	30.0	25.0	81.0	53.5	23.5	180.5
2183.0	763.5	1181.5	6994.5	242.5	1011.5	8136.5	4846.5	776.5	7669.5	895.5	8158.5	10052.5	53.5	2294.0	1321.5	1293.0	4261.5	2616.5	6784.5	3032.0	2470.5	22.5	4967.0	2829.0	33.5	9235.0	1951.5	3506.0	11301.0	4795.5	2339.0	9300.5	294.5	5817.0	3575.5	7842.5	3073.5	8826.0	7851.5	12203.5	14632.5
2194.0	10.5	45.0	149.5	7.0	15.5	288.0	63.0	3.5	143.5	34.5	316.0	101.0	1.0	144.0	0.0	8.0	52.5	142.5	154.5	76.5	44.0	0.0	107.0	41.5	0.0	65.5	54.5	66.5	148.5	44.0	61.0	267.5	34.0	181.0	153.5	164.5	100.0	143.5	117.0	292.5	418.0
2206.0	40.5	176.5	813.0	29.5	126.5	1348.5	353.5	32.0	479.0	119.5	1125.0	532.0	2.5	708.0	39.5	65.0	234.5	516.5	973.5	1177.0	210.5	5.0	439.0	254.5	5.0	743.5	157.5	130.0	691.0	129.5	235.5	897.5	51.0	563.0	754.5	991.5	324.0	881.0	673.0	1559.0	1038.0
2232.0	94.0	324.5	1169.0	42.5	369.0	1622.0	566.0	52.0	636.0	213.0	1694.0	773.5	9.5	1215.0	94.0	67.5	318.5	1084.0	1480.0	809.0	336.0	2.5	776.5	347.0	5.0	942.5	323.5	317.5	863.5	437.5	229.0	1396.0	178.5	963.5	1256.5	1422.0	773.5	1640.5	1680.5	2428.5	1432.0
2236.0	77.0	182.0	674.5	33.0	69.5	1318.5	302.5	33.0	521.0	541.0	1090.5	589.5	4.5	691.5	37.0	49.5	404.0	881.5	988.0	502.0	258.0	5.0	388.5	326.0	6.0	5216.5	209.0	236.0	748.5	185.5	310.5	1029.0	60.0	1596.0	577.0	3022.0	359.0	886.5	605.5	1728.0	4663.0
2259.0	121.5	226.5	1084.0	48.0	373.0	1372.0	402.0	61.5	1498.0	141.0	1632.5	771.5	6.5	679.5	72.5	69.0	557.0	614.5	857.5	504.0	329.0	2.5	670.5	360.5	6.0	709.0	352.5	373.0	1155.5	415.0	396.5	1181.5	98.0	679.0	797.5	1004.0	586.0	1245.5	697.0	1756.5	3242.5
2267.0	614.5	1366.0	7228.0	639.5	1408.0	10309.0	3656.5	237.0	6154.5	873.0	10597.5	6017.5	39.5	5259.5	1100.5	911.0	2440.5	5348.0	7234.5	3422.5	2392.0	25.5	4279.0	2409.5	34.0	6178.5	1928.5	2627.0	10667.0	1960.0	1920.0	9240.5	693.5	5761.5	6048.5	6614.5	3532.0	9471.0	7537.5	12261.0	12334.0
2272.0	230.5	582.0	2591.0	140.0	358.0	4890.0	1717.0	89.0	2591.0	357.5	4621.0	2123.5	16.5	2741.5	167.5	189.5	998.0	2554.0	3463.0	1403.5	807.5	16.0	1675.0	983.5	10.0	2267.0	663.0	792.5	2124.0	1006.5	937.5	3746.5	468.0	2470.5	3008.0	3351.5	1530.0	4044.5	2740.5	4937.0	5632.0
2307.0	43.5	80.5	657.5	26.0	98.0	833.0	266.5	11.5	607.5	82.5	741.0	251.5	3.5	557.0	19.5	33.5	95.5	538.5	657.0	203.0	208.0	6.5	303.0	192.0	4.0	391.0	134.0	107.5	392.0	126.0	212.5	726.0	84.0	378.5	600.0	509.0	305.5	817.0	475.0	1116.5	761.0
10240.0	6.5	16.5	0.0	4.5	0.0	77.5	11.5	1.0	0.0	1.5	32.5	19.5	0.0	8.0	3.0	14.0	1.5	17.5	30.0	1.0	0.0	0.0	14.0	10.5	0.0	0.5	10.5	6.0	8.0	3.0	1.0	3.0	0.5	6.0	4.0	14.0	1.0	0.0	2.5	0.0	55.0
10292.0	50.5	76.0	22.5	8.0	28.5	469.0	37.0	17.5	26.0	13.5	850.5	264.5	1.0	101.0	18.5	16.5	37.5	204.0	570.0	657.5	30.5	1.0	192.5	86.5	1.0	231.5	45.5	105.5	40.5	75.5	95.0	51.0	25.5	238.0	42.5	45.5	21.0	54.5	60.0	75.5	188.0
10404.0	5.5	5.5	1.0	34.0	66.0	40.5	1.5	13.5	3.0	13.0	9.5	2.5	0.0	1.5	182.5	24.0	5.0	1.0	6.5	29.0	1.0	0.0	14.0	4.5	0.5	2.0	12.0	23.5	1.0	62.0	113.5	1.0	1.0	13.5	0.0	363.5	10.0	2.0	13.0	1.5	0.5
10442.0	649.0	1042.5	7276.5	313.0	584.0	16008.0	2461.5	152.0	7759.0	826.5	8966.5	3397.0	46.5	3306.0	363.5	283.0	1882.5	4677.0	5545.5	3447.5	2104.0	30.0	3256.0	2249.5	36.0	4520.0	1184.0	1506.5	13315.0	3427.5	2135.0	10663.5	531.0	5119.0	5665.5	7997.0	4545.0	11143.5	7050.0	12707.0	9607.0
10482.0	0.0	0.5	21.0	0.5	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.5	0.0	1.0	1.0	0.5	0.0	0.0	1.5	0.5	0.0	0.0	0.5	0.0	0.0
10486.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	3.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	13.0	0.0	0.0
10501.0	19.5	54.0	272.0	24.0	13.5	538.5	236.0	8.5	263.0	49.0	394.0	124.0	2.0	93.0	11.0	13.0	38.0	222.5	224.5	109.0	71.5	0.0	76.5	59.0	0.0	184.5	34.0	89.0	172.0	108.5	67.5	397.0	12.0	333.5	294.5	217.0	407.5	437.0	337.0	428.5	383.0
10508.0	12.0	6.5	0.0	0.0	0.0	1.0	0.0	1.5	0.0	3.0	22.0	0.0	0.0	25.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
10662.0	657.5	1188.0	4388.5	227.5	812.0	7703.5	2160.0	99.5	3648.0	697.5	8536.5	2829.5	15.5	3918.0	213.0	282.5	979.0	3584.0	5378.0	2618.5	1324.5	22.0	2297.5	1660.0	15.0	3531.5	1220.0	1259.0	3454.5	1275.5	1030.5	6054.0	635.5	4409.5	4726.5	4997.0	2659.0	5921.5	4600.0	10076.5	9687.0
10699.0	5699.0	19743.5	26086.5	6066.5	13778.0	46702.0	15709.0	2999.0	24207.0	8279.5	38137.5	29280.0	238.5	19817.5	5907.0	5044.0	13922.0	17277.5	26790.5	19655.0	12895.0	153.0	21575.0	12212.0	123.0	29025.5	8591.0	10963.0	31432.0	10801.0	9093.0	27898.5	8447.5	26944.5	27209.5	44423.5	25748.0	37698.0	32144.0	51777.5	75960.0
10744.0	19.5	303.5	183.5	21.0	27.0	364.5	123.5	10.5	132.5	31.0	312.0	573.5	0.0	172.5	22.5	9.0	88.5	156.0	331.5	121.0	92.5	0.0	193.0	49.0	1.0	149.5	54.5	46.0	214.5	38.0	49.0	245.0	17.5	153.0	143.5	172.0	104.0	261.0	143.5	429.5	157.0
10780.0	4.0	45.0	114.0	6.0	13.0	231.0	67.0	0.0	30.0	37.0	162.0	96.5	0.0	190.0	4.0	0.0	16.0	133.5	217.5	33.0	12.0	1.0	71.0	33.5	1.0	81.0	14.0	0.0	35.0	17.5	23.0	177.0	5.5	71.0	131.5	178.0	38.0	117.5	67.0	205.5	216.0
10841.0	0.0	0.0	0.0	0.0	2.0	8.0	0.0	0.0	0.0	0.0	13.0	1.5	0.0	9.0	0.0	3.0	3.0	0.0	14.0	0.0	0.0	0.0	0.5	0.5	0.0	0.5	0.0	0.0	1.0	14.0	0.5	3.0	0.0	0.0	3.0	4.0	4.0	5.0	3.0	0.0	26.5
10860.0	7.0	1.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	24.0	4.0	0.0	6.5	1.0	0.0	0.0	0.0	14.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	6.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.5	0.0
10877.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10880.0	878.5	1658.5	8955.0	543.5	1978.5	12388.0	4558.0	780.0	9128.0	1574.5	12598.5	10401.0	61.0	3897.0	1279.5	1124.0	4923.0	4458.5	8458.0	4308.0	3654.5	35.5	5752.0	3408.5	37.5	9386.5	2538.5	3788.0	11287.0	5251.5	3582.0	22968.0	618.0	8395.5	6119.5	11336.5	5154.5	12455.0	9892.0	17590.5	18423.5
10993.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0
